artista,genero,bpm,duracion_seg,clave_musical,modo,instrumental,con_voz,colaboracion,artista_colaborador,fecha_lanzamiento,año,mes,estacion,tipo_lanzamiento,popularidad,reproducciones_previas,hit_viral,dia_semana,trimestre
Young Thug,Experimental,81,320,4,0,0,1,0,,2020-11-12,2020,11,Otoño,Album,2.0014821675763415,8.103864269079047,0,3,4
Camila Cabello,Disco,108,141,6,0,0,1,0,,2020-11-18,2020,11,Otoño,Single,100.0,77.96094853537282,0,2,4
DaBaby,Indie,118,214,1,0,1,0,1,Shakira,2020-11-19,2020,11,Otoño,Single,88.59746376137252,78.38065007223683,0,3,4
Justin Bieber,Electrónica,131,235,5,0,1,0,0,,2020-11-21,2020,11,Otoño,Single,48.6103064767462,24.64325306593223,0,5,4
Young Thug,Rock,93,402,5,0,0,1,1,Rosalía,2020-11-23,2020,11,Otoño,Single,100.0,71.69590086595638,0,0,4
SZA,Techno,174,231,0,1,0,1,1,Lil Baby,2020-11-24,2020,11,Otoño,Album,1.0,3.122269810593252,0,1,4
Farruko,Punk,139,449,2,0,0,1,0,,2020-11-25,2020,11,Otoño,Single,100.0,76.14403517774545,0,2,4
Zara Larsson,Techno,140,407,1,0,0,1,1,Katy Perry,2020-11-27,2020,11,Otoño,Single,100.0,28.323529790057236,0,4,4
Myke Towers,Reggaeton,66,237,0,0,1,0,1,J Balvin,2020-12-02,2020,12,Invierno,Album,100.0,18.124948969164453,0,2,4
Selena Gomez,Synthwave,135,362,2,1,1,0,0,,2020-12-03,2020,12,Invierno,Single,1.181447000861537,3.33403807535392,0,3,4
Lil Baby,Soul,68,157,6,1,0,1,1,Ed Sheeran,2020-12-04,2020,12,Invierno,Single,100.0,125.84064491501272,0,4,4
Jhayco,Reggaeton,136,298,10,0,0,1,0,,2020-12-06,2020,12,Invierno,Album,100.0,13.242001899752289,0,6,4
Cardi B,K-Pop,100,401,2,0,0,1,1,Rosalía,2020-12-07,2020,12,Invierno,Single,1.0,1.4703107382374925,0,0,4
Halsey,Funk,86,436,8,1,0,1,0,,2020-12-08,2020,12,Invierno,Album,100.0,14.17006882865466,0,1,4
Feid,Hip Hop,113,179,0,1,1,0,0,,2020-12-09,2020,12,Invierno,Single,100.0,61.897908393875056,0,2,4
Beyoncé,Alternativo,120,137,0,0,1,0,1,Shawn Mendes,2020-12-10,2020,12,Invierno,Single,1.2409810287927505,8.928865860384118,1,3,4
Rihanna,Funk,155,282,0,0,0,1,0,,2020-12-10,2020,12,Invierno,Single,100.0,0.293321442824529,0,3,4
Young Thug,Dance,94,258,8,1,1,0,1,Anitta,2020-12-12,2020,12,Invierno,Album,100.0,76.65586727600923,0,5,4
Billie Eilish,Reggaeton,102,500,10,1,0,1,0,,2020-12-13,2020,12,Invierno,Album,1.0,1.3902101537260436,0,6,4
Maluma,Hip Hop,132,196,2,0,0,1,1,Shakira,2020-12-13,2020,12,Invierno,Single,11.466136549391155,29.769693509362188,0,6,4
Bad Bunny,Disco,70,448,9,1,0,1,1,Demi Lovato,2020-12-14,2020,12,Invierno,Single,1.0,23.117311360808735,0,0,4
Alan Walker,Funk,94,190,6,0,1,0,0,,2020-12-15,2020,12,Invierno,Single,1.0,17.23033823934443,0,1,4
Anuel AA,Flamenco,106,321,2,1,0,1,1,Farruko,2020-12-15,2020,12,Invierno,Single,100.0,51.58235838308377,0,1,4
Drake,Lofi,78,231,7,0,1,0,1,Justin Bieber,2020-12-16,2020,12,Invierno,Single,100.0,85.89128021597237,0,2,4
Anitta,Dance,171,175,7,1,0,1,1,Lil Baby,2020-12-17,2020,12,Invierno,Single,100.0,31.973649765231933,0,3,4
BTS,Country,137,162,2,1,0,1,0,,2020-12-17,2020,12,Invierno,Single,1.378462572767326,1.2790490601074314,0,3,4
Ozuna,Lofi,60,362,3,1,0,1,0,,2020-12-17,2020,12,Invierno,Album,100.0,90.46802867776522,0,3,4
Wisin & Yandel,Rock,124,300,1,1,0,1,1,Farruko,2020-12-17,2020,12,Invierno,Album,100.0,23.752854862136626,0,3,4
Peso Pluma,Urbano,125,420,4,0,0,1,1,Imagine Dragons,2020-12-19,2020,12,Invierno,Single,1.0,15.817684333782541,0,5,4
Charlie Puth,Funk,97,459,7,1,0,1,1,Shawn Mendes,2020-12-23,2020,12,Invierno,Single,1.0,0.4260903018927198,0,2,4
Megan Thee Stallion,Experimental,148,274,4,1,1,0,1,Katy Perry,2020-12-26,2020,12,Invierno,Single,1.0,1.0,0,5,4
Lil Baby,Soul,79,348,1,1,1,0,1,Ariana Grande,2020-12-27,2020,12,Invierno,Single,100.0,92.91998426392877,0,6,4
Sam Smith,Funk,135,303,7,1,0,1,0,,2020-12-28,2020,12,Invierno,Album,100.0,69.73995696458316,0,0,4
Migos,Indie,85,227,8,1,0,1,0,,2020-12-29,2020,12,Invierno,Album,1.0,1.2539718854971198,0,1,4
Shakira,Hip Hop,60,168,8,1,0,1,0,,2020-12-29,2020,12,Invierno,Album,1.0,1.100642968883395,0,1,4
Alan Walker,Pop,117,229,4,0,0,1,1,Olivia Rodrigo,2021-01-01,2021,1,Invierno,Single,1.0,5.455492476440316,0,4,1
Daddy Yankee,Indie,80,184,7,1,0,1,0,,2021-01-01,2021,1,Invierno,Single,2.735170460042244,5.008053839017522,0,4,1
Dua Lipa,Urbano,103,199,3,1,0,1,1,The Weeknd,2021-01-02,2021,1,Invierno,Single,100.0,0.13807069148635942,0,5,1
María Becerra,Jazz,90,186,0,0,0,1,1,Alan Walker,2021-01-05,2021,1,Invierno,Single,100.0,58.62158054902738,0,1,1
Nicki Minaj,Reggaeton,83,224,3,0,0,1,1,Billie Eilish,2021-01-05,2021,1,Invierno,Single,100.0,11.55146038890415,0,1,1
Jack Harlow,Punk,181,385,9,1,0,1,0,,2021-01-06,2021,1,Invierno,Single,100.0,125.5195644420827,0,2,1
Charlie Puth,Funk,78,267,2,1,0,1,0,,2021-01-12,2021,1,Invierno,Single,1.0,0.3558912028652894,0,1,1
Sebastian Yatra,Pop Latino,97,225,10,1,0,1,0,,2021-01-13,2021,1,Invierno,Album,1.0,1.0945150481880324,0,2,1
Tini,Blues,139,220,5,0,0,1,0,,2021-01-13,2021,1,Invierno,Album,100.0,75.98232018608603,1,2,1
Juice WRLD,Trap,165,164,4,1,0,1,1,Drake,2021-01-15,2021,1,Invierno,Single,100.0,57.45821007984105,1,4,1
Justin Bieber,Electrónica,105,247,6,0,1,0,0,,2021-01-15,2021,1,Invierno,Single,33.18698533137107,17.346077392382018,0,4,1
Paulo Londra,Urbano,102,235,3,0,0,1,1,Eminem,2021-01-15,2021,1,Invierno,Single,100.0,84.26492948003235,0,4,1
Post Malone,Disco,127,521,1,0,0,1,1,Charlie Puth,2021-01-15,2021,1,Invierno,Single,100.0,5.301994022746227,0,4,1
Travis Scott,K-Pop,144,211,8,1,0,1,0,,2021-01-16,2021,1,Invierno,Album,100.0,59.82707003920318,0,5,1
The Kid LAROI,Latino,163,293,1,0,0,1,0,,2021-01-19,2021,1,Invierno,Single,1.0,20.666097923278198,0,1,1
Sam Smith,Funk,63,372,2,1,0,1,1,Anuel AA,2021-01-21,2021,1,Invierno,Album,100.0,73.23544481364168,0,3,1
Doja Cat,Urbano,76,177,1,1,1,0,1,Rihanna,2021-01-22,2021,1,Invierno,Single,1.0,22.919206495939925,0,4,1
Katy Perry,Synthwave,98,257,4,1,1,0,0,,2021-01-22,2021,1,Invierno,Album,10.943493393147701,12.410932093191333,1,4,1
Alan Walker,Funk,117,234,8,1,0,1,1,Dua Lipa,2021-01-25,2021,1,Invierno,Single,1.0,12.928656419273105,0,0,1
Camila Cabello,Disco,73,236,9,0,0,1,1,Demi Lovato,2021-01-25,2021,1,Invierno,Single,100.0,78.76857755386291,0,0,1
Maluma,Hip Hop,126,282,11,0,1,0,1,Beyoncé,2021-01-26,2021,1,Invierno,Single,7.552476147705285,20.057169281544766,0,1,1
Imagine Dragons,Blues,74,310,9,1,0,1,1,Miley Cyrus,2021-01-29,2021,1,Invierno,Single,3.406423495273845,8.930195926404846,0,4,1
Dua Lipa,Flamenco,95,445,7,1,0,1,1,Maroon 5,2021-01-30,2021,1,Invierno,Single,100.0,73.49781304044662,0,5,1
Lewis Capaldi,Punk,164,177,3,1,1,0,1,The Kid LAROI,2021-01-31,2021,1,Invierno,Album,3.956214796307416,8.83849809842227,0,6,1
Justin Bieber,Electrónica,141,281,1,1,0,1,1,Camila Cabello,2021-02-02,2021,2,Invierno,Single,40.49933428217846,12.149287628651296,0,1,1
Kanye West,Soul,100,103,0,1,1,0,0,,2021-02-05,2021,2,Invierno,Single,100.0,79.56781887809589,0,4,1
Nicky Jam,Hip Hop,101,173,5,1,1,0,1,Lil Baby,2021-02-08,2021,2,Invierno,Single,100.0,1.663800553536009,0,0,1
Rosalía,Clásica,114,206,10,1,0,1,0,,2021-02-11,2021,2,Invierno,Single,3.9826146628441443,5.610786118685679,0,3,1
Tini,Blues,83,196,0,0,0,1,1,Imagine Dragons,2021-02-12,2021,2,Invierno,Single,100.0,59.32277403221797,0,4,1
Camila Cabello,Disco,119,106,9,0,0,1,0,,2021-02-16,2021,2,Invierno,Album,100.0,7.55623550335209,0,1,1
Demi Lovato,Metal,96,168,2,1,0,1,1,David Guetta,2021-02-17,2021,2,Invierno,Album,100.0,79.1454603795678,0,2,1
Dua Lipa,Urbano,88,200,7,0,0,1,1,Daddy Yankee,2021-02-18,2021,2,Invierno,Single,100.0,72.40592633858417,0,3,1
Maluma,Hip Hop,89,209,7,1,1,0,1,Twenty One Pilots,2021-02-20,2021,2,Invierno,Single,5.164771105744054,18.338562848039103,0,5,1
María Becerra,Jazz,87,205,7,0,0,1,1,Peso Pluma,2021-02-22,2021,2,Invierno,Single,100.0,58.294725506292586,0,0,1
Don Omar,Experimental,127,205,1,0,0,1,1,Daddy Yankee,2021-02-25,2021,2,Invierno,Album,28.851180716124038,9.038639261149978,0,3,1
Lil Uzi Vert,Funk,96,275,7,1,0,1,1,Sam Smith,2021-02-26,2021,2,Invierno,Album,36.52398189538381,54.307053021565785,0,4,1
Harry Styles,Blues,123,394,7,0,0,1,0,,2021-02-28,2021,2,Invierno,Single,100.0,14.768352442346975,0,6,1
J Balvin,Tropical,169,201,9,0,0,1,1,Sebastian Yatra,2021-03-03,2021,3,Primavera,Single,100.0,124.26282580773402,0,2,1
Maroon 5,Flamenco,94,314,4,1,1,0,0,,2021-03-03,2021,3,Primavera,Single,100.0,73.48930452631684,0,2,1
Nicky Jam,Experimental,108,258,5,0,0,1,0,,2021-03-03,2021,3,Primavera,Single,100.0,85.40488418214859,0,2,1
The Weeknd,Flamenco,139,382,2,1,0,1,1,Maroon 5,2021-03-04,2021,3,Primavera,Single,100.0,19.13333827762641,0,3,1
Selena Gomez,Dance,101,334,3,0,0,1,1,Anitta,2021-03-07,2021,3,Primavera,Single,9.743529095571096,5.198210651805456,1,6,1
Young Thug,Experimental,104,333,9,1,0,1,0,,2021-03-07,2021,3,Primavera,Single,100.0,74.3259852485115,0,6,1
Feid,Drill,125,118,7,1,0,1,0,,2021-03-15,2021,3,Primavera,Single,100.0,4.459063410867965,0,0,1
Bruno Mars,Alternativo,101,307,1,0,0,1,0,,2021-03-17,2021,3,Primavera,Album,1.0,1.1676372587182362,0,2,1
Eminem,Experimental,93,261,10,0,0,1,1,Ariana Grande,2021-03-18,2021,3,Primavera,Single,1.0,4.2947661028696595,0,3,1
Calvin Harris,Techno,114,342,6,1,0,1,0,,2021-03-19,2021,3,Primavera,Album,100.0,64.62427860803352,0,4,1
Don Omar,Experimental,87,350,4,0,0,1,1,Lil Baby,2021-03-19,2021,3,Primavera,Single,24.219928052784734,8.923873330169018,0,4,1
Blackpink,Latino,88,345,8,0,0,1,0,,2021-03-21,2021,3,Primavera,Single,100.0,2.6911831816371956,1,6,1
David Guetta,Jazz,60,171,6,0,0,1,0,,2021-03-22,2021,3,Primavera,Single,100.0,85.25942481473852,0,0,1
Taylor Swift,K-Pop,130,252,3,0,0,1,0,,2021-03-25,2021,3,Primavera,Album,1.0,10.46435099386845,0,3,1
J Balvin,Techno,170,261,11,1,0,1,1,Shakira,2021-03-27,2021,3,Primavera,Single,100.0,6.122799827716153,0,5,1
Shakira,Hip Hop,85,221,8,0,0,1,0,,2021-03-27,2021,3,Primavera,Single,1.0,7.988343953061825,0,5,1
Twenty One Pilots,Electrónica,149,315,5,0,0,1,1,Paulo Londra,2021-03-27,2021,3,Primavera,Single,1.830826241696346,1.7158793857299606,1,5,1
Selena Gomez,Dance,123,307,9,1,0,1,1,Juice WRLD,2021-03-28,2021,3,Primavera,Album,2.913185659205473,3.696095907424225,0,6,1
Sam Smith,Funk,94,233,4,1,0,1,1,Shawn Mendes,2021-03-30,2021,3,Primavera,Album,100.0,11.492979595168146,0,1,1
Beyoncé,Jazz,170,168,1,0,0,1,0,,2021-03-31,2021,3,Primavera,Album,1.0,7.9234115403464545,0,2,1
Rauw Alejandro,Country,63,165,2,1,1,0,0,,2021-04-03,2021,4,Primavera,Single,80.71479261204571,38.0368911637431,0,5,2
Lady Gaga,Reggaeton,90,127,5,0,0,1,1,Myke Towers,2021-04-04,2021,4,Primavera,Single,100.0,3.6965350540146034,0,6,2
Lil Uzi Vert,Clásica,137,282,2,0,0,1,1,Nicki Minaj,2021-04-05,2021,4,Primavera,Album,7.92324122888665,27.319613406184303,0,0,2
J Balvin,House,130,239,4,0,0,1,1,Beyoncé,2021-04-07,2021,4,Primavera,Album,100.0,70.26791468718034,0,2,2
Martin Garrix,Trap,88,136,7,1,0,1,1,Twenty One Pilots,2021-04-07,2021,4,Primavera,Single,100.0,76.66043424580404,0,2,2
Daddy Yankee,Indie,113,188,8,1,1,0,0,,2021-04-11,2021,4,Primavera,Single,3.1168064515251577,5.02779455015241,0,6,2
Jhayco,Rock,131,234,7,0,0,1,0,,2021-04-11,2021,4,Primavera,Album,100.0,75.63540727705661,0,6,2
The Kid LAROI,Indie,164,212,6,0,1,0,0,,2021-04-11,2021,4,Primavera,Album,7.346715022939076,2.0206156611024593,0,6,2
Katy Perry,Synthwave,86,308,11,1,1,0,0,,2021-04-12,2021,4,Primavera,Single,79.78497797875274,12.59880761418403,0,0,2
David Guetta,Jazz,97,191,4,1,0,1,0,,2021-04-15,2021,4,Primavera,Single,100.0,86.92775952638722,0,3,2
Anitta,Dance,164,229,7,0,1,0,1,Justin Bieber,2021-04-16,2021,4,Primavera,Single,100.0,28.43730790613236,0,4,2
Wisin & Yandel,Rock,159,359,4,0,0,1,1,Zara Larsson,2021-04-21,2021,4,Primavera,Single,92.04332382830833,60.90947033214418,0,2,2
Migos,Indie,62,328,10,1,0,1,0,,2021-04-24,2021,4,Primavera,Single,1.0,1.1128778153726953,0,5,2
Ed Sheeran,Metal,155,192,11,0,0,1,1,Doja Cat,2021-04-28,2021,4,Primavera,Album,100.0,23.970243026521906,0,2,2
Ozuna,Lofi,86,230,11,0,0,1,0,,2021-04-30,2021,4,Primavera,Album,100.0,81.8686162055861,0,4,2
Anuel AA,Flamenco,78,373,6,1,1,0,1,Beyoncé,2021-05-04,2021,5,Primavera,Single,100.0,12.04384773174615,0,1,2
Adele,Rock,123,240,10,0,1,0,0,,2021-05-11,2021,5,Primavera,Single,100.0,7.65934203892758,1,1,2
Post Malone,Disco,81,426,0,0,1,0,1,Sebastian Yatra,2021-05-13,2021,5,Primavera,Single,100.0,81.16874166184877,0,3,2
Manuel Turizo,Lofi,60,278,10,0,0,1,0,,2021-05-18,2021,5,Primavera,Single,1.0,21.652203546323587,0,1,2
Katy Perry,Synthwave,114,472,0,1,1,0,1,Myke Towers,2021-05-22,2021,5,Primavera,Album,100.0,13.668850584011654,0,5,2
Maluma,Hip Hop,94,251,6,1,1,0,1,Twenty One Pilots,2021-05-22,2021,5,Primavera,Album,11.276961131363016,17.31894701028361,0,5,2
Billie Eilish,Reggaeton,83,505,11,0,0,1,0,,2021-05-23,2021,5,Primavera,Single,1.0,1.3271619807220942,0,6,2
Camila Cabello,Disco,109,206,4,0,1,0,1,Feid,2021-05-25,2021,5,Primavera,Single,100.0,15.051551285070818,0,1,2
Karol G,Indie,118,328,5,0,0,1,1,Demi Lovato,2021-05-25,2021,5,Primavera,Album,100.0,64.81421066620483,0,1,2
Calvin Harris,Folk,131,352,7,0,1,0,0,,2021-05-26,2021,5,Primavera,Single,100.0,91.12937269323619,0,2,2
Megan Thee Stallion,Drill,120,271,11,1,1,0,0,,2021-05-27,2021,5,Primavera,Single,1.0,1.1858766350932504,0,3,2
Rihanna,Clásica,148,278,4,1,1,0,1,Ed Sheeran,2021-05-27,2021,5,Primavera,Album,100.0,69.32095320037165,0,3,2
Cardi B,K-Pop,117,338,6,0,0,1,1,Charlie Puth,2021-05-29,2021,5,Primavera,Album,1.0,1.2535558126268957,0,5,2
Coldplay,Reggaeton,85,292,5,1,0,1,1,Cardi B,2021-05-30,2021,5,Primavera,Single,1.1417062509992815,1.243457504501364,0,6,2
Charlie Puth,Funk,113,203,4,1,0,1,0,,2021-06-03,2021,6,Verano,Single,1.0,1.1679423809725875,0,3,2
Drake,Clásica,147,465,10,0,0,1,1,Doja Cat,2021-06-03,2021,6,Verano,Single,100.0,76.59415950532679,1,3,2
Sam Smith,Funk,138,218,3,0,1,0,1,Drake,2021-06-04,2021,6,Verano,Album,100.0,75.60204743642352,0,4,2
Farruko,Punk,129,254,8,0,0,1,0,,2021-06-07,2021,6,Verano,Album,100.0,0.032692812812129546,0,0,2
Lil Nas X,Tropical,103,121,10,0,1,0,0,,2021-06-08,2021,6,Verano,Single,100.0,21.15320451980783,0,1,2
Anitta,Dance,148,158,8,1,0,1,1,Selena Gomez,2021-06-17,2021,6,Verano,Single,100.0,37.1270504826085,0,3,2
Doja Cat,Experimental,121,257,4,1,0,1,1,Bad Bunny,2021-06-17,2021,6,Verano,Album,5.873076766113713,18.484443009262968,0,3,2
Paulo Londra,Disco,123,195,8,0,0,1,1,Tini,2021-06-17,2021,6,Verano,Single,100.0,84.0128420798149,0,3,2
Anuel AA,Flamenco,123,284,6,0,0,1,0,,2021-06-19,2021,6,Verano,Single,100.0,53.07557264391762,0,5,2
Cardi B,K-Pop,138,294,5,0,0,1,0,,2021-06-19,2021,6,Verano,Album,1.0,0.7252376718422713,0,5,2
Lil Nas X,Indie,86,111,10,1,0,1,0,,2021-06-23,2021,6,Verano,Single,100.0,117.80064438214598,0,2,2
SZA,Techno,139,247,7,1,0,1,0,,2021-06-23,2021,6,Verano,Album,1.7610463644954373,22.363773556312964,1,2,2
Rosalía,Clásica,128,181,4,0,0,1,1,Rauw Alejandro,2021-06-24,2021,6,Verano,Single,12.63723851097739,5.485240281437642,0,3,2
Travis Scott,K-Pop,96,193,8,0,0,1,1,Cardi B,2021-06-24,2021,6,Verano,Single,100.0,58.509099842726904,0,3,2
BTS,Pop,148,220,8,1,0,1,0,,2021-06-25,2021,6,Verano,Album,4.924085563917797,1.343268644720297,0,4,2
Taylor Swift,Funk,137,156,3,1,1,0,1,Lil Uzi Vert,2021-06-26,2021,6,Verano,Album,1.0,5.118467437562562,0,5,2
Rauw Alejandro,Soul,114,161,10,1,0,1,1,Cardi B,2021-06-27,2021,6,Verano,Single,100.0,4.074375839021599,0,6,2
Sam Smith,Funk,81,476,0,1,1,0,0,,2021-06-27,2021,6,Verano,Single,100.0,3.891338227241522,0,6,2
Zara Larsson,Techno,117,344,5,1,0,1,0,,2021-06-27,2021,6,Verano,Album,100.0,60.51216484902649,0,6,2
Ariana Grande,Techno,137,186,11,1,0,1,1,Billie Eilish,2021-07-01,2021,7,Verano,Single,100.0,118.67541904556957,0,3,3
Charlie Puth,Funk,117,279,4,0,0,1,0,,2021-07-01,2021,7,Verano,Single,1.0,1.1612243939843188,0,3,3
Halsey,Alternativo,105,209,10,1,0,1,1,Bruno Mars,2021-07-01,2021,7,Verano,Album,100.0,67.45789303759108,0,3,3
Anitta,Punk,145,170,8,0,0,1,0,,2021-07-02,2021,7,Verano,Album,100.0,121.43766910085532,0,4,3
María Becerra,Jazz,111,288,6,1,0,1,1,Don Omar,2021-07-03,2021,7,Verano,Single,100.0,59.547606537494325,0,5,3
Feid,Drill,112,211,10,0,0,1,0,,2021-07-04,2021,7,Verano,Single,100.0,98.30582201309895,0,6,3
Jack Harlow,Drill,138,169,5,0,0,1,0,,2021-07-05,2021,7,Verano,Single,1.0566295128492316,21.072703077659515,0,0,3
Shawn Mendes,Clásica,147,332,11,1,0,1,0,,2021-07-06,2021,7,Verano,Single,8.958772230554153,125.54025313499015,0,1,3
Cardi B,R&B,113,326,1,0,0,1,1,Adele,2021-07-08,2021,7,Verano,Album,1.0,1.0861742908021146,1,3,3
Eminem,Experimental,111,247,0,0,0,1,1,Adele,2021-07-08,2021,7,Verano,Single,1.0,1.4074380536655802,0,3,3
Nicky Jam,Experimental,161,181,8,0,0,1,1,Young Thug,2021-07-08,2021,7,Verano,Album,100.0,24.188324258702988,0,3,3
Taylor Swift,Funk,60,178,1,0,1,0,1,Charlie Puth,2021-07-09,2021,7,Verano,Album,1.0,1.2869545829878317,0,4,3
Alan Walker,Disco,94,316,11,1,0,1,1,Don Omar,2021-07-10,2021,7,Verano,Single,1.0,5.3800440473000775,0,5,3
DaBaby,Indie,107,236,0,0,0,1,0,,2021-07-18,2021,7,Verano,Single,100.0,29.007570709831302,0,6,3
Myke Towers,Reggaeton,103,305,7,0,0,1,1,Nicki Minaj,2021-07-18,2021,7,Verano,Album,100.0,13.212835966150942,0,6,3
Wisin & Yandel,Rock,112,386,8,0,0,1,1,Coldplay,2021-07-19,2021,7,Verano,Album,100.0,58.98503406010434,0,0,3
Lady Gaga,Reggaeton,101,122,11,0,0,1,0,,2021-07-20,2021,7,Verano,Single,100.0,68.67745278239312,0,1,3
Lil Baby,Soul,68,355,9,1,1,0,1,Imagine Dragons,2021-07-22,2021,7,Verano,Single,100.0,92.56236158110336,0,3,3
Nicki Minaj,Reggaeton,110,209,2,0,0,1,0,,2021-07-22,2021,7,Verano,Single,91.26163155882585,11.404605433175384,0,3,3
Maluma,Hip Hop,109,222,6,0,0,1,1,BTS,2021-07-23,2021,7,Verano,Single,2.676765780055355,3.3712742702491396,0,4,3
María Becerra,Jazz,84,291,4,1,0,1,1,Charlie Puth,2021-07-24,2021,7,Verano,Single,100.0,62.50606084098668,0,5,3
Sam Smith,Funk,60,442,6,0,0,1,0,,2021-07-24,2021,7,Verano,Single,100.0,75.34831190496448,0,5,3
Blackpink,Latino,99,149,2,0,0,1,0,,2021-07-27,2021,7,Verano,Single,100.0,8.937566868901298,0,1,3
Drake,Lofi,137,330,7,1,0,1,1,Cardi B,2021-07-27,2021,7,Verano,Single,100.0,79.32436696143367,0,1,3
Taylor Swift,Funk,104,263,9,1,1,0,0,,2021-07-29,2021,7,Verano,Album,1.0,4.166468326945374,0,3,3
Lil Nas X,Indie,103,112,0,1,0,1,1,Migos,2021-07-30,2021,7,Verano,Album,100.0,88.38229855186874,0,4,3
Travis Scott,K-Pop,117,167,8,1,1,0,0,,2021-07-30,2021,7,Verano,Album,100.0,58.46659470455756,0,4,3
Dua Lipa,House,92,203,2,0,1,0,1,María Becerra,2021-07-31,2021,7,Verano,Single,100.0,71.47575739997413,0,5,3
DaBaby,Indie,63,238,1,1,0,1,1,Migos,2021-08-01,2021,8,Verano,Single,100.0,81.14495897480863,0,6,3
Ed Sheeran,Country,200,252,4,1,0,1,1,The Kid LAROI,2021-08-01,2021,8,Verano,Album,100.0,78.02664516570724,0,6,3
Peso Pluma,Punk,146,293,4,1,0,1,1,Nicky Jam,2021-08-03,2021,8,Verano,Single,1.0,1.0,0,1,3
Kanye West,Soul,94,135,1,0,0,1,0,,2021-08-08,2021,8,Verano,Album,100.0,61.61469049984601,0,6,3
Post Malone,Experimental,64,404,8,0,0,1,0,,2021-08-13,2021,8,Verano,Single,100.0,114.5699892935636,0,4,3
Myke Towers,Reggaeton,114,291,3,1,0,1,1,Nicki Minaj,2021-08-14,2021,8,Verano,Album,100.0,113.37018732374715,0,5,3
Daddy Yankee,Dance,87,227,3,1,0,1,0,,2021-08-18,2021,8,Verano,Single,1.418497878500649,11.86390224597785,0,2,3
Lil Nas X,Tropical,129,126,1,0,0,1,0,,2021-08-18,2021,8,Verano,Single,100.0,6.322703601201881,0,2,3
Bad Bunny,Experimental,127,230,11,1,1,0,0,,2021-08-19,2021,8,Verano,Single,1.244929952713238,14.922019146105606,0,3,3
Sebastian Yatra,Pop Latino,91,273,1,0,1,0,1,Paulo Londra,2021-08-19,2021,8,Verano,Single,1.0,12.24624269637837,0,3,3
Taylor Swift,Drill,105,207,9,0,0,1,0,,2021-08-20,2021,8,Verano,Single,1.0,1.2707371515449943,1,4,3
Lewis Capaldi,Punk,156,277,3,1,0,1,1,Shawn Mendes,2021-08-25,2021,8,Verano,Single,1.7493869300444385,2.4521029301653443,0,2,3
Young Thug,Experimental,147,317,1,1,0,1,1,Doja Cat,2021-08-25,2021,8,Verano,Album,100.0,20.138307437255133,0,2,3
Imagine Dragons,Blues,85,237,1,0,0,1,0,,2021-08-26,2021,8,Verano,Single,19.10873667224327,6.5100090538810065,0,3,3
Kanye West,Soul,123,187,1,1,0,1,1,Imagine Dragons,2021-08-27,2021,8,Verano,Single,100.0,66.2388710954666,0,4,3
Rihanna,Funk,127,227,1,0,0,1,0,,2021-08-27,2021,8,Verano,Single,100.0,71.79110402033182,0,4,3
Jack Harlow,Punk,140,228,5,0,0,1,0,,2021-08-29,2021,8,Verano,Single,100.0,14.09448784999341,0,6,3
Sebastian Yatra,Pop Latino,82,312,10,1,1,0,0,,2021-08-29,2021,8,Verano,Single,1.0,1.095406990015313,0,6,3
Billie Eilish,Reggaeton,92,369,4,1,1,0,0,,2021-09-01,2021,9,Otoño,Album,1.0,12.066695816649059,1,2,3
Juice WRLD,Dance,140,361,0,0,0,1,1,Taylor Swift,2021-09-08,2021,9,Otoño,Single,100.0,45.544102095343824,0,2,3
Beyoncé,Jazz,125,195,2,1,0,1,0,,2021-09-09,2021,9,Otoño,Single,1.0245351697870841,15.658388774054943,0,3,3
Ariana Grande,Techno,134,220,3,0,1,0,1,Lil Baby,2021-09-18,2021,9,Otoño,Single,100.0,27.226003791050204,0,5,3
Nicky Jam,Experimental,86,259,8,1,0,1,1,Eminem,2021-09-23,2021,9,Otoño,Single,100.0,87.78275034636191,0,3,3
Harry Styles,Punk,121,216,7,0,0,1,1,Travis Scott,2021-09-24,2021,9,Otoño,Single,100.0,6.566544210743106,0,4,3
Eminem,Experimental,86,211,1,0,0,1,0,,2021-09-30,2021,9,Otoño,Single,1.0,0.9778483820227188,0,3,3
Migos,R&B,95,240,7,0,1,0,1,Eminem,2021-10-02,2021,10,Otoño,Single,1.0,1.0731478121191045,0,5,4
J Balvin,Clásica,199,242,6,0,0,1,0,,2021-10-03,2021,10,Otoño,Single,100.0,72.57813118552411,0,6,4
Justin Bieber,Electrónica,161,301,7,0,1,0,1,Lewis Capaldi,2021-10-04,2021,10,Otoño,Single,65.34620900081664,30.035893257704224,0,0,4
Beyoncé,Hip Hop,123,159,2,0,1,0,0,,2021-10-05,2021,10,Otoño,Single,1.2475515903438583,2.5634281061053303,0,1,4
The Weeknd,Synthwave,106,310,1,1,0,1,0,,2021-10-05,2021,10,Otoño,Single,100.0,67.09535121835698,1,1,4
Tini,Blues,107,190,3,0,0,1,0,,2021-10-05,2021,10,Otoño,Album,100.0,57.0063699548529,0,1,4
Demi Lovato,Metal,85,127,1,0,1,0,1,Jack Harlow,2021-10-07,2021,10,Otoño,Single,100.0,1.911720900566315,1,3,4
Lewis Capaldi,Punk,151,168,4,0,0,1,1,Jack Harlow,2021-10-07,2021,10,Otoño,Single,10.653850155408675,1.9203888903370714,0,3,4
